"vesselCode","obs_foID","opeID","SubArea","Target","SettingStartDatetime","SettingStartLatitude","SettingStartLongitude","SettingStartDepth","species3ACode","speciesScientificName","speciesEnglishName","bsLength_cm","bsWeight_Kg","bsSex","src","datasetID","Season","MU"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",77,4,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",64,2,"F","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",69,2.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",73,3.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",64,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",68,2.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",113,15,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",64,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",71,3,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",65,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",83,5.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",65,2.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",118,17.5,"F","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",91,7,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",103,11,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",60,2,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",96,8,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",81,5,"F","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",67,2.5,"M","OBS",107,2019,"DC"
10668,"O6195","H21112","3b","TOP",2019-02-24 23:40:00,-44.941667,44.813333,1270,"TOP","Dissostichus eleginoides","Patagonian toothfish",73,3.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",78,4,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",48,0.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",71,3,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",65,2.5,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",92,8.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",87,6.5,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",58,1.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",83,6,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",75,3.5,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",94,8,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",63,2,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",64,2,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",59,1.5,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",73,4,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",61,2,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",94,9,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",68,2.5,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",61,1.5,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",79,4,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",89,7,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,3,"M","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",92,7,"F","OBS",107,2019,"DC"
10668,"O6196","H21113","3b","TOP",2019-02-25 02:40:00,-44.883333,44.683333,1452,"TOP","Dissostichus eleginoides","Patagonian toothfish",92,8,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",81,5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",69,3,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",68,2.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",76,4,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",86,5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",85,5.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",58,1.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",68,2.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",74,3.5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",69,3,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",60,1.5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",109,12.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",107,12.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",63,2,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",75,3.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",77,4.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",80,4.5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",96,8.5,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",77,3.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",77,4,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",41,0.5,"M","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",47,1,"F","OBS",107,2019,"DC"
10668,"O6197","H21114","3b","TOP",2019-02-25 05:45:00,-44.875,44.788333,1220,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",84,6.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",87,7,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",81,5.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",85,6,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",65,2.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",71,3,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",93,9.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",91,8,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",61,2,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",62,2.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",109,13.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",66,2.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",88,7,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",82,5.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",67,3,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",75,4,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",91,8,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",89,7,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",56,1.5,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",61,2,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",82,6.5,"F","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",70,3,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",61,2,"M","OBS",107,2019,"DC"
10668,"O6198","H21115","3b","TOP",2019-02-25 08:15:00,-44.991667,45.016667,1430,"TOP","Dissostichus eleginoides","Patagonian toothfish",76,3.5,"M","OBS",107,2019,"DC"
